ACTIVITY_EVENT_ID	STUDENT_ID	STAFF_ID	ACTIVITY_TYPE_ID	ACTIVITY_TYPE	ACTIVITY_DESCRIPTION	ACTIVITY_MAX_COUNT	MOD_INSTANCE_ID	START_DATE_TIME	END_DATE_TIME	ACTIVITY_MANDATORY	ACTIVITY_ATTENDED	ACTIVITY_LATE	ACTIVITY_LOG_START_DATE_TIME	ACTIVITY_LOG_END_DATE_TIME		
	12312300		1	LECTURE			L1.260279	2017-01-30T00:00:00			2		2017-01-30T00:00:00			
	12312300		1	LECTURE			L1.260279	2017-02-06T00:00:00			1		2017-02-06T00:00:00			
	12312300		1	LECTURE			L1.260279	2017-02-13T00:00:00			1		2017-02-13T00:00:00			
	12312300		1	LECTURE			L1.260279	2017-02-27T00:00:00			1		2017-02-27T00:00:00			
	12312300		1	LECTURE			L1.260279	2017-03-06T00:00:00			1		2017-03-06T00:00:00			
	12312300		1	LECTURE			L1.260279	2017-03-13T00:00:00			1		2017-03-13T00:00:00			
	12312300		1	LECTURE			L1.260279	2017-03-20T00:00:00			1		2017-03-20T00:00:00			
	12312300		1	LECTURE			L1.260279	2017-03-27T00:00:00			1		2017-03-27T00:00:00			
